﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_iso_reverse.rt,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_t2_Practice.rt,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_resp_t2.rt,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.0268,,,,,,聪明,e,,,1,66,146,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6279,,,,,,其他,i,,,1,67,147,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,0,,,,,,,冷静,e,,,1,68,148,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5196,,,,,,其他,i,,,1,69,149,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,0,1.3635,,,,,,暴躁,i,,,1,70,150,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6973,,,,,,他,i,,,1,71,151,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.7827,,,,,,稳重,e,,,1,72,152,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.8132,,,,,,朴实,e,,,1,73,153,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5263,,,,,,我的,e,,,1,74,154,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5794,,,,,,机智,e,,,1,75,155,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5303,,,,,,俺,e,,,1,76,156,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.8532,,,,,,自卑,i,,,1,77,157,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5234,,,,,,俺,e,,,1,78,158,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5669,,,,,,鲁莽,i,,,1,79,159,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,他们,e,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,74.4223,,0,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,其他,e,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,1,1,9,1,0.5632,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,他,e,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,2,2,5,1,0.4534,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,自己,i,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,3,3,3,1,0.7636,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,我的,i,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,4,4,1,1,0.5349,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,俺,i,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,0,0,5,5,4,1,0.5164,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,他人,e,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,6,6,8,1,0.7638,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,他的,e,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,7,7,7,1,0.4849,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,我们,i,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,8,8,2,1,0.7707,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,我,i,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,9,9,0,1,0.5787,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,22.2432,,0,0,0,0,43,1,自私,i,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,1,1,14,1,乐观,e,0.54,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,2,2,50,1,我,i,0.7489,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,3,3,73,1,自己,i,1.0663,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,4,4,57,1,他的,e,0.7503,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,0,0,5,5,33,1,刻薄,i,0.8438,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,6,6,63,1,自己,i,1.046,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,7,7,69,1,其他,e,0.8823,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,8,8,32,1,愚蠢,i,1.1126,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,9,9,78,1,他人,e,0.9324,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,10,10,46,1,野蛮,i,0.702,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,11,11,3,1,自己,i,1.0973,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,12,12,11,1,崇高,e,1.3689,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,13,13,49,1,下贱,i,0.7293,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,14,14,29,1,诚恳,e,0.9339,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0,15,15,25,1,细腻,e,0.6487,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,16,16,21,1,稳重,e,0.8288,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,17,17,39,1,冒失,i,0.7337,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0,18,18,15,1,诚实,e,0.9788,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,19,19,6,1,他们,e,1.2308,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,20,20,62,1,我们,i,0.7658,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,21,21,67,1,他的,e,0.5966,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,22,22,45,1,猖狂,i,0.8611,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,23,23,58,1,他人,e,0.4924,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,24,24,79,1,其他,e,0.6615,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,25,25,75,1,他,e,0.4105,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26,26,35,1,消极,i,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,27,27,40,1,执拗,i,0.6071,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,28,28,0,1,我,i,0.4251,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,29,29,34,1,悲观,i,0.4879,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,30,30,37,1,傲慢,i,0.4677,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0,31,31,66,1,他们,e,0.4609,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,32,32,42,1,凶狠,i,0.9075,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,33,33,52,1,我们,i,0.7239,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,34,34,31,1,虚伪,i,0.6956,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0,35,35,19,1,机智,e,0.4627,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,0,0,36,36,51,1,我的,i,0.7523,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,37,37,2,1,我们,i,0.6464,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,38,38,12,1,聪明,e,0.9666,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,39,39,76,1,他们,e,0.4558,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,40,40,13,1,杰出,e,0.5716,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,41,41,24,1,朴实,e,0.5804,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,42,42,17,1,勇敢,e,0.4425,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,0,0,43,43,53,1,自己,i,0.4518,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,44,44,74,1,俺,i,1.0361,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0,45,45,77,1,他的,e,0.3937,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,46,46,68,1,他人,e,0.7654,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,47,47,27,1,热情,e,1.2306,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,48,48,41,1,散漫,i,0.7919,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,49,49,48,1,轻率,i,0.8392,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,50,50,1,1,我的,i,0.5965,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,51,51,44,1,暴躁,i,0.8709,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,52,52,10,1,优秀,e,1.0474,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,53,53,72,1,我们,i,0.4031,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,54,54,28,1,活泼,e,1.0116,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,55,55,30,1,卑鄙,i,0.602,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,56,56,70,1,我,i,0.5295,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,57,57,54,1,俺,i,0.5498,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0,58,58,20,1,认真,e,1.0693,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,59,59,4,1,俺,i,0.7447,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,60,60,65,1,他,e,0.4821,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,61,61,38,1,鲁莽,i,0.684,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,62,62,60,1,我,i,0.5381,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,63,63,71,1,我的,i,0.4477,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,64,64,47,1,固执,i,0.8454,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,65,65,26,1,冷静,e,1.4719,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0,66,66,59,1,其他,e,0.6301,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0,67,67,56,1,他们,e,0.5703,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,68,68,64,1,俺,i,0.6795,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0,69,69,36,1,自卑,i,1.0098,,,,,,,,,,,,
