"X.Instruction1.keys","Instruction1.rt","Instruction2.keys","Instruction2.rt","key_resp_iso.keys","key_resp_iso.corr","Practice_01.thisRepN","Practice_01.thisTrialN","Practice_01.thisN","Practice_01.thisIndex","Practice_01.ran","Words","ans","participant","session","date","expName","psychopyVersion","OS","frameRate","key_resp_iso.rt","key_resp_3.keys","key_resp_3.rt","key_resp_ipn.keys","key_resp_ipn.corr","key_resp_ipn.rt","Practice_02.thisRepN","Practice_02.thisTrialN","Practice_02.thisN","Practice_02.thisIndex","Practice_02.ran","Words_ipn","ans_ipn","key_resp_4.keys","key_resp_4.rt","key_resp_t1.keys","key_resp_t1.corr","key_resp_t1.rt","Practice_T1.thisRepN","Practice_T1.thisTrialN","Practice_T1.thisN","Practice_T1.thisIndex","Practice_T1.ran","Words_t1","ans_t1","key_resp_5.keys","key_resp_5.rt","Formal_T1.thisRepN","Formal_T1.thisTrialN","Formal_T1.thisN","Formal_T1.thisIndex","Formal_T1.ran","key_resp_6.keys","key_resp_6.rt","key_resp_iso_reverse.keys","key_resp_iso_reverse.corr","key_resp_iso_reverse.rt","Practice_iso_Reverse.thisRepN","Practice_iso_Reverse.thisTrialN","Practice_iso_Reverse.thisN","Practice_iso_Reverse.thisIndex","Practice_iso_Reverse.ran","key_resp_7.keys","key_resp_7.rt","key_resp_t2_Practice.keys","key_resp_t2_Practice.corr","key_resp_t2_Practice.rt","Practice_t2_Reverse.thisRepN","Practice_t2_Reverse.thisTrialN","Practice_t2_Reverse.thisN","Practice_t2_Reverse.thisIndex","Practice_t2_Reverse.ran","Words_t2","ans_t2","key_resp_8.keys","key_resp_8.rt","key_resp_t2.keys","key_resp_t2.corr","key_resp_t2.rt","Formal_t2_reverse.thisRepN","Formal_t2_reverse.thisTrialN","Formal_t2_reverse.thisN","Formal_t2_reverse.thisIndex","Formal_t2_reverse.ran","key_instruct.keys","key_instruct.rt","Subject"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,0.7992,0,54,54,70,1,"我","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.8967,0,55,55,25,1,"细腻","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,0.6421,0,56,56,34,1,"悲观","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.7937,0,57,57,11,1,"崇高","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.5211,0,58,58,13,1,"杰出","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.7099,0,59,59,15,1,"诚实","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",0,0.6118,0,60,60,67,1,"他的","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,0.8013,0,61,61,50,1,"我","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,0.4593,0,62,62,60,1,"我","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.6589,0,63,63,28,1,"活泼","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.5786,0,64,64,22,1,"无私","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",0,0.7498,0,65,65,59,1,"其他","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,0.9431,0,66,66,38,1,"鲁莽","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.7854,0,67,67,58,1,"他人","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.4678,0,68,68,68,1,"他人","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,0.5884,0,69,69,2,1,"我们","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.5564,0,70,70,69,1,"其他","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,0.7576,0,71,71,37,1,"傲慢","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,1.2286,0,72,72,4,1,"俺","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.6713,0,73,73,78,1,"他人","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,0.6773,0,74,74,72,1,"我们","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.6818,0,75,75,29,1,"诚恳","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.9075,0,76,76,8,1,"他人","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.6583,0,77,77,17,1,"勇敢","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"e",1,0.4552,0,78,78,5,1,"他","e","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"i",1,0.7053,0,79,79,39,1,"冒失","i","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"自己","i","space",8.228,"e",0,1.112,0,0,0,53,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"细腻","e","",NA,"e",1,0.698,0,1,1,25,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"他人","e","",NA,"e",1,1.1437,0,2,2,58,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"我们","i","",NA,"i",1,0.651,0,3,3,52,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"下贱","i","",NA,"i",1,0.5941,0,4,4,49,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"俺","i","",NA,"i",1,0.6545,0,5,5,74,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"他人","e","",NA,"e",1,0.661,0,6,6,78,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"公正","e","",NA,"e",1,0.6133,0,7,7,23,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"他人","e","",NA,"e",1,1.0016,0,8,8,68,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"自卑","i","",NA,"i",1,0.8561,0,9,9,36,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"散漫","i","",NA,"i",1,0.6018,0,10,10,41,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"刻薄","i","",NA,"i",1,0.6621,0,11,11,33,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"自私","i","",NA,"i",1,0.5726,0,12,12,43,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"杰出","e","",NA,"e",1,0.5431,0,13,13,13,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"认真","e","",NA,"e",1,0.6016,0,14,14,20,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"我的","i","",NA,"i",1,0.7239,0,15,15,61,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"愚蠢","i","",NA,"i",1,0.7711,0,16,16,32,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"他的","e","",NA,"e",1,0.5641,0,17,17,77,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"朴实","e","",NA,"e",1,0.8109,0,18,18,24,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"鲁莽","i","",NA,"i",1,0.7632,0,19,19,38,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"他","e","",NA,"e",1,0.8292,0,20,20,5,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"其他","e","",NA,"e",1,0.5994,0,21,21,59,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"傲慢","i","",NA,"i",1,0.9355,0,22,22,37,1,"",NA,"38"
"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",1,1,"2024-09-01_22h31.34.002","IAT(Formal)","2021.2.3","Win32",19.81218053,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"他们","e","",NA,"e",1,0.8305,0,23,23,66,1,"",NA,"38"
